DrugBank ID,Common name,SMILES
DB09512,Simethicone,CO[Si](C)(C)O[Si](C)(C)C.O=[Si]=O
DB09513,Urea C-14,N[14C](N)=O
DB09516,Mequinol,COc1ccc(O)cc1
DB09517,Sodium ferric gluconate complex,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[Fe+3].[Fe+3].[Na+].[O-2].[O-2].[O-2]
DB09526,Hydroquinone,Oc1ccc(O)cc1
DB09531,Perflexane,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DB09534,Ecamsule,CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2=Cc1ccc(C=C2C(=O)C3(CS(=O)(=O)O)CCC2C3(C)C)cc1
DB09535,Octocrylene,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1
DB09536,Titanium dioxide,[O]=[Ti]=[O]
DB09543,Methyl salicylate,COC(=O)c1ccccc1O
DB09546,Iobenguane sulfate I-123,N=C(N)NCc1cccc([123I])c1.N=C(N)NCc1cccc([123I])c1.O=S(=O)(O)O
DB09550,Tetracycline phosphate complex,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.O=P(=O)O.O=P(=O)O.O=P(=O)O.O=P(=O)O.O=P(=O)O.O=P(=O)[O-].[Na+]
DB09552,Thonzonium,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1
DB09555,Dexchlorpheniramine maleate,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O
DB09561,Sodium glycerophosphate,O=P([O-])([O-])OCC(O)CO.[Na+].[Na+]
DB09563,Choline C-11,C[N+](C)([11CH3])CCO
DB09570,Ixazomib,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O
DB09571,Levmetamfetamine,CN[C@H](C)Cc1ccccc1
DB11056,Stannous chloride,[Cl-].[Cl-].[Sn+2]
DB11062,Octisalate,CCCCC(CC)COC(=O)c1ccccc1O
DB11064,Homosalate,CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1
DB11068,Selenic acid,O=[Se](=O)(O)O
DB11071,Phenyl salicylate,O=C(Oc1ccccc1)c1ccccc1O
DB11072,Hydrogen fluoride,F
DB11073,Cetylpyridinium,CCCCCCCCCCCCCCCC[n+]1ccccc1
DB11079,Trolamine salicylate,O=C(O)c1ccccc1O.OCCN(CCO)CCO
DB11080,Silver nitrate,O=[N+]([O-])[O-].[Ag+]
DB11081,Aluminum chloride,[Cl][Al]([Cl])[Cl]
DB11085,Resorcinol,Oc1cccc(O)c1
DB11089,Docusate,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
DB11090,Potassium nitrate,O=[N+]([O-])[O-].[K+]
DB11091,Hydrogen peroxide,OO
DB11092,Stannous fluoride,[F][Sn][F]
DB11093,Calcium citrate,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Ca+2].[Ca+2].[Ca+2]
DB11096,Meradimate,CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1
DB11098,Potassium bicarbonate,O=C([O-])O.[K+]
DB11100,Allantoin,NC(=O)NC1NC(=O)NC1=O
DB11102,N-acetyltyrosine,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O
DB11104,Sulfur hexafluoride,FS(F)(F)(F)(F)F
DB11107,Potassium bitartrate,O=C([O-])[C@H](O)[C@@H](O)C(=O)O.[K+]
DB11109,Chlorine,ClCl
DB11110,Magnesium citrate,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Mg+2].[Mg+2].[Mg+2]
DB11115,Ensulizole,O=S(=O)(O)c1ccc2nc(-c3ccccc3)[nH]c2c1
DB11117,Undecylenic acid,C=CCCCCCCCCC(=O)O
DB11119,Sodium iodide,[I-].[Na+]
DB11121,Chloroxylenol,Cc1cc(O)cc(C)c1Cl
DB11123,Hypochlorite,[O-]Cl
DB11125,Benzethonium,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1
DB11126,Calcium gluconate,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ca+2]
DB11127,Selenious acid,O=[Se](O)O
DB11128,Ammonium molybdate,O.O.O.O.[Mo+6].[Mo+6].[Mo+6].[Mo+6].[Mo+6].[Mo+6].[Mo+6].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2]
DB11129,Carbamide peroxide,NC(N)=O.OO
DB11132,Silicon dioxide,O=[Si]=O
DB11134,Cupric oxide,[Cu+2].[O-2]
DB11135,Selenium,[Se]
DB11136,Chromium,[Cr]
DB11137,Molybdenum,[Mo]
DB11140,Chromium Cr-51,[51Cr]
DB11141,Manganese gluconate,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Mn+2]
DB11142,Selenomethionine,C[Se]CC[C@H](N)C(=O)O
DB11145,Oxyquinoline,Oc1cccc2cccnc12
DB11148,Butamben,CCCCOC(=O)c1ccc(N)cc1
DB11150,Barium sulfate,O=S(=O)([O-])[O-].[Ba+2]
DB11151,Sodium hydroxide,[Na+].[OH-]
DB11153,Potassium hydroxide,[K+].[OH-]
DB11154,Zinc citrate,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Zn+2].[Zn+2].[Zn+2]
DB11155,Triclocarban,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1
DB11156,Pyrantel,CN1CCCN=C1/C=C/c1cccs1
DB11157,Anthralin,O=C1c2c(O)cccc2Cc2cccc(O)c21
DB11159,Sodium sulfide,[Na+].[Na+].[S-2]
DB11160,Phenyltoloxamine,CN(C)CCOc1ccccc1Cc1ccccc1
DB11164,Bicisate,CCOC(=O)[C@H](CS)NCCN[C@@H](CS)C(=O)OCC
DB11168,Calcium threonate,O=C([O-])[C@H](O)[C@@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)CO.[Ca+2]
DB11171,Ferric sulfate,O.O.O.O.O.O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Fe+3].[Fe+3]
DB11175,Zinc picolinate,O=C([O-])c1ccccn1.O=C([O-])c1ccccn1.[Zn+2]
DB11176,Zeaxanthin,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)CC2(C)C)C(C)(C)C[C@H](O)C1
DB11179,Exametazime,C/C(=N\O)[C@@H](C)NCC(C)(C)CN[C@H](C)/C(C)=N/O
DB11180,Tetrofosmin,CCOCCP(CCOCC)CCP(CCOCC)CCOCC
DB11181,Homatropine,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2
DB11182,Rose bengal,O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c(O)c(I)cc12
DB11183,Light green SF yellowish,CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccc(S(=O)(=O)[O-])cc2)cc1.[Na+].[Na+]
DB11184,Oftasceine,O=C(O)CN(CC(=O)O)Cc1cc2c(cc1O)Oc1cc(O)c(CN(CC(=O)O)CC(=O)O)cc1C21OC(=O)c2ccccc21
DB11185,Sulisobenzone,COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O
DB11186,Pentoxyverine,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1
DB11189,Magnesium glycinate,NCC(=O)[O-].NCC(=O)[O-].[Mg+2]
DB11190,Pantethine,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO
DB11191,Cobamamide,CC1=C2[N]3[C@@H]4[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@H](O[C@@H]2CO)n2c[n+](c5cc(C)c(C)cc52)[Co-3]325([CH2][C@H]3O[C@@H](n6cnc7c(N)ncnc76)[C@H](O)[C@@H]3O)[N+]3=C1[C@@H](CCC(N)=O)C(C)(C)C3=CC1=[N+]2C(=C(C)C2=[N+]5[C@]4(C)[C@@](C)(CC(N)=O)[C@@H]2CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]1CCC(N)=O
DB11192,L-threonic acid,O=C(O)[C@H](O)[C@@H](O)CO
DB11195,Xylitol,OC[C@@H](O)[C@H](O)[C@@H](O)CO
DB11197,Ferrous cysteine glycinate,NCC(=O)O.N[C@@H](CS)C(=O)O.N[C@@H](C[S-])C(=O)[O-].[Fe+2]
DB11200,Aluminum zirconium octachlorohydrex gly,NCC(=O)[O-].O.O.[Al+3].[Cl-].[Zr+4]
DB11201,Menthyl salicylate,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)c1ccccc1O
DB11203,Boron,[B]
DB11204,Panthenol,CC(C)(CO)C(O)C(=O)NCCCO
DB11205,Alcloxa,NC(=O)NC1NC(=O)[N-]C1=O.[Al+3].[Al+3].[Cl-].[OH-].[OH-].[OH-].[OH-]
DB11206,Bemotrizinol,CCCCC(CC)COc1ccc(-c2nc(-c3ccc(OC)cc3)nc(-c3ccc(OCC(CC)CCCC)cc3O)n2)c(O)c1
DB11207,Amiloxate,COc1ccc(/C=C/C(=O)OCCC(C)C)cc1
DB11210,Ferrous bisglycinate,NCC(=O)[O-].NCC(=O)[O-].[Fe+2]
DB11211,Calcium sulfide,[Ca+2].[S-2]
DB11217,Arbutin,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O
DB11219,Enzacamene,Cc1ccc(/C=C2/C(=O)C3(C)CCC2C3(C)C)cc1
DB11220,Octacosanol,CCCCCCCCCCCCCCCCCCCCCCCCCCCCO
DB11221,Dioxybenzone,COc1ccc(C(=O)c2ccccc2O)c(O)c1
DB11226,Ethylhexyl methoxycrylene,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccc(OC)cc1
DB11231,Lycopene,CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCC=C(C)C
DB11233,Silver citrate,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Ag+].[Ag+].[Ag+]
DB11235,Thonzylamine,COc1ccc(CN(CCN(C)C)c2ncccn2)cc1
DB11239,Aluminum sulfate,O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Al+3].[Al+3]
DB11244,Cyclomethicone 5,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1
DB11246,Copper gluconate,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Cu+2]
DB11248,Zinc gluconate,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Zn+2]
DB11250,Glyceryl monostearate,CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO
DB11254,Hexylresorcinol,CCCCCCc1ccc(O)cc1O
DB11255,Chromium picolinate,O=C([O-])c1ccccn1.O=C([O-])c1ccccn1.O=C([O-])c1ccccn1.[Cr+3]
DB11256,Levomefolic acid,CN1c2c([nH]c(N)nc2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
DB11257,Fluoride ion,[F-]
DB11259,Diosmetin,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O
DB11260,Diacetyl benzoyl lathyrol,C=C1CC[C@H]2[C@@H](/C=C(\C)C(=O)[C@@]3(OC(C)=O)C[C@H](C)[C@H](OC(=O)c4ccccc4)[C@@H]3[C@H]1OC(C)=O)C2(C)C
DB11262,Bisoctrizole,CC(C)(C)CC(C)(C)c1cc(Cc2cc(C(C)(C)CC(C)(C)C)cc(-n3nc4ccccc4n3)c2O)c(O)c(-n2nc3ccccc3n2)c1
DB11263,Polydatin,OC[C@H]1O[C@@H](Oc2cc(O)cc(/C=C/c3ccc(O)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
DB11264,Calcium glycerophosphate,O=P([O-])([O-])OC(CO)CO.[Ca+2]
DB11267,Triethoxycaprylylsilane,CCCCCCCC[Si](OCC)(OCC)OCC
DB11268,Protocatechualdehyde,O=Cc1ccc(O)c(O)c1
DB11272,Methyl undecenoyl leucinate,C=CCCCCCCCCC(=O)N[C@@H](CC(C)C)C(=O)OC
DB11273,Dihydroergocornine,CC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12
DB11274,Dihydro-alpha-ergocryptine,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12
DB11275,Epicriptine,CC[C@@H](C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12
DB11278,DL-Methylephedrine,C[C@@H]([C@H](O)c1ccccc1)N(C)C
DB11279,Brilliant green cation,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccccc2)cc1
DB11281,Bismuth subcarbonate,O=C([O-])[O-].[Bi+3].[Bi+3].[O-2].[O-2]
DB11282,Diethyltoluamide,CCN(CC)C(=O)c1cccc(C)c1
DB11283,DL-dimyristoylphosphatidylcholine,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC
DB11284,DL-dimyristoylphosphatidylglycerol,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)CO)OC(=O)CCCCCCCCCCCCC
DB11285,Ethyl ferulate,CCOC(=O)/C=C/c1ccc(O)c(OC)c1
DB11288,Borneol,CC1(C)C2CCC1(C)C(O)C2
DB11290,Aluminium tristearate,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Al+3]
DB11296,Prezatide,NCCCC[C@H](NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CN)C(=O)O
DB11297,Palmitoyl oligopeptide,CCCCCCCCCCCCCCCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCCCN)C(=O)O
DB11299,Vanillyl butyl ether,CCCCOCc1ccc(O)c(OC)c1
DB11304,Phenoxyethanol,OCCOc1ccccc1
DB11309,Sulfuric acid,O=S(=O)(O)O
DB11315,Methscopolamine,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12
DB11323,Glycol salicylate,O=C(OCCO)c1ccccc1O
DB11324,Nonivamide,CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1
DB11326,Boric acid,OB(O)O
DB11327,Dipyrithione,[O-][n+]1ccccc1SSc1cccc[n+]1[O-]
DB11328,Tetradecyl hydrogen sulfate (ester),CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)O
DB11332,Sinapultide,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CCCCN)C(=O)O
DB11335,Ascorbyl glucoside,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
DB11336,Kinetin,c1coc(CNc2ncnc3nc[nH]c23)c1
DB11337,Zeatin,C/C(=C\CNc1ncnc2[nH]cnc12)CO
DB11340,Ubiquinol,COc1c(O)c(C)c(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(O)c1OC
DB11342,Aluminum oxide,[Al+3].[Al+3].[O-2].[O-2].[O-2]
DB11343,Silanol,O[SiH3]
DB11346,Rubidium,[Rb]
DB11348,Calcium Phosphate,O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[Ca+2]
DB11349,Cetyl ethylhexanoate,CCCCCCCCCCCCCCCCOC(=O)C(CC)CCCC
DB11359,Guaiacol,COc1ccccc1O
DB11362,Selexipag,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1
DB11363,Alectinib,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O
DB11364,Pidotimod,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1
DB11365,Sennosides,O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O
DB11366,Roquinimex,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1
DB11367,Cefroxadine,COC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1
DB11368,Chlorophetanol,OCCOc1ccc(Cl)cc1
DB11369,Afoxolaner,O=C(CNC(=O)c1ccc(C2=NOC(c3cc(Cl)cc(C(F)(F)F)c3)(C(F)(F)F)C2)c2ccccc12)NCC(F)(F)F
DB11371,Alfaxalone,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C
DB11372,Altrenogest,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C
DB11373,Amitraz,Cc1ccc(/N=C/N(C)/C=N/c2ccc(C)cc2C)c(C)c1
DB11374,Amprolium,CCCc1ncc(C[n+]2ccccc2C)c(N)n1.[Cl-]
DB11375,Avilamycin,COC[C@H]1O[C@@H](OC2OC[C@@H]3O[C@]4(O[C@H]3[C@H]2OC(=O)C(C)C)O[C@H](C)[C@@](O)(C(C)=O)[C@@H]2OCO[C@H]24)[C@@H](OC)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](C)[C@H](OC)[C@H](O[C@H]2C[C@@]3(C)OC4(C[C@@H](O)[C@H](O[C@H]5C[C@@H](O)[C@H](OC(=O)c6c(C)c(Cl)c(O)c(Cl)c6OC)[C@@H](C)O5)[C@@H](C)O4)O[C@@H]3[C@@H](C)O2)[C@H]1O
DB11376,Azaperone,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1
DB11377,Bambermycins,C=C(C/C=C(\C)CCC=C(C)C)CCC(C)(C)/C=C/CC/C(C)=C/CCOC(=O)[C@H](O)COP(=O)(O)O[C@H]1O[C@H](C(=O)O)[C@@](C)(O)[C@H](OC(N)=O)[C@H]1O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@@H]3O[C@H](C(=O)NC4=C(O)CCC4=O)[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2NC(C)=O)[C@H](O)[C@H]1NC(C)=O
DB11378,Buquinolate,CCOC(=O)c1c[nH]c2cc(OCC(C)C)c(OCC(C)C)cc2c1=O
DB11379,Butonate,CCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OC)OC
DB11380,Cambendazole,CC(C)OC(=O)Nc1ccc2[nH]c(-c3cscn3)nc2c1
DB11382,Carbarsone,NC(=O)Nc1ccc([As](=O)(O)O)cc1
DB11383,Carbomycin,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/[C@@H]2O[C@H]2C[C@@H](C)OC(=O)C[C@H]1OC(C)=O
DB11385,Cefalonium,NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cc4cccs4)[C@H]3SC2)cc1
DB11386,Chlorobutanol,CC(C)(O)C(Cl)(Cl)Cl
DB11387,Chloroform,ClC(Cl)Cl
DB11389,Clorsulon,Nc1cc(C(Cl)=C(Cl)Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O
DB11390,Coumaphos,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1
DB11392,Cythioate,COP(=S)(OC)Oc1ccc(S(N)(=O)=O)cc1
DB11393,Danofloxacin,CN1C[C@@H]2C[C@H]1CN2c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1
DB11394,Decoquinate,CCCCCCCCCCOc1cc2c(=O)c(C(=O)OCC)c[nH]c2cc1OCC
DB11395,Deracoxib,COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F
DB11396,Dichlorophen,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O
DB11397,Dichlorvos,COP(=O)(OC)OC=C(Cl)Cl
DB11398,Diclazuril,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl
DB11399,Dirlotapide,CN(Cc1ccccc1)C(=O)[C@@H](NC(=O)c1cc2cc(NC(=O)c3ccccc3-c3ccc(C(F)(F)F)cc3)ccc2n1C)c1ccccc1
DB11400,Doramectin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(C=C[C@H](C)[C@@H](C6CCCCC6)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@]54O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O
DB11401,Efrotomycin,C/C=C/C=C/C1OC(O)(C(CC)C(O)=NC/C=C/C=C(\C)C(OC)C(C)C2OC(/C=C/C=C/C=C(C)/C(O)=C3/C(=O)C=CN(C)C3=O)C(O)C2O)C(O)C(OC2OC(C)C(OC3OC(C)C(OC)C(O)C3OC)C(OC)C2O)C1(C)C
DB11404,Enrofloxacin,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1
DB11405,Eprinomectin,CO[C@H]1C[C@H](O[C@@H]2/C(C)=C\C[C@@H]3C[C@@H](C[C@]4(C=C[C@H](C)[C@@H](C(C)C)O4)O3)OC(=O)[C@@H]3C=C(C)[C@@H](O)[C@H]4OC/C(=C/C=C\[C@@H]2C)[C@]43O)O[C@@H](C)[C@H]1O[C@H]1C[C@@H](OC)[C@H](NC(C)=O)[C@H](C)O1
DB11408,Famphur,COP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)cc1
DB11409,Febantel,COCC(=O)Nc1cc(Sc2ccccc2)ccc1N=C(NC(=O)OC)NC(=O)OC
DB11410,Fenbendazole,COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1
DB11411,Fenprostalene,COC(=O)CCC=C=CC[C@H]1[C@H](/C=C/[C@H](O)COc2ccccc2)[C@@H](O)C[C@H]1O
DB11412,Fenthion,COP(=S)(OC)Oc1ccc(SC)c(C)c1
DB11413,Florfenicol,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1
DB11414,Fluralaner,Cc1cc(C2=NOC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)ccc1C(=O)NCC(=O)NCC(F)(F)F
DB11416,Gamithromycin,CCCN1C[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@H]1C
DB11417,Gleptoferron,O=C([O-])C(O)C(O)C(O)C(O)C(O)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.OO.[Fe+]
DB11419,Haloxon,Cc1c(Cl)c(=O)oc2cc(OP(=O)(OCCCl)OCCCl)ccc12
DB11420,Squalane,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C
