DrugBank ID,Common name,SMILES
DB21226,Coumazoline,CCc1oc2ccccc2c1CC1=NCCN1
DB21227,Posaraprost,CC(C)OC(=O)CCC/C=C\C[C@H]1C(=O)C=C[C@@H]1/C=C/[C@@H](O)CCc1ccccc1
DB21228,Zatebradine,COc1ccc(CCN(C)CCCN2CCc3cc(OC)c(OC)cc3CC2=O)cc1OC
DB21229,Tuvatidine,CN1C(N)=NS(=O)(=O)N=C1NCCSCc1csc(NC(=N)N)n1
DB21230,Upidosin,COc1ccccc1N1CCN(CCCNC(=O)c2cccc3c(=O)c(C)c(-c4ccccc4)oc23)CC1
DB21231,Furterene,Nc1nc(N)c2nc(-c3ccco3)c(N)nc2n1
DB21232,Chloracyzine,CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(Cl)cc21
DB21233,Aloracetam,CC(=O)NCCn1c(C)cc(C=O)c1C
DB21234,Diphenan,NC(=O)Oc1ccc(Cc2ccccc2)cc1
DB21235,Lydimycin,O=C(O)/C=C/CC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21
DB21236,Loprodiol,OCC(CO)(CCl)CCl
DB21237,Netobimin,CCCSc1ccc([N+](=O)[O-])c(N/C(=N/CCS(=O)(=O)O)NC(=O)OC)c1
DB21238,Sulfasomizole,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)sn1
DB21239,Ladirubicin,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N4CC4)[C@H](OS(C)(=O)=O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O
DB21240,Sitogluside,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
DB21241,Chlornaphazine,ClCCN(CCCl)c1ccc2ccccc2c1
DB21242,Diamfenetide,CC(=O)Nc1ccc(OCCOCCOc2ccc(NC(C)=O)cc2)cc1
DB21243,Murocainide,CNC(=O)Nc1c(OCCN2CCCCC2)c(OC)c2occc2c1OC
DB21244,Sabiporide,N=C(N)NC(=O)c1ccc(N2CCN(C(=O)c3ccc[nH]3)CC2)c(C(F)(F)F)c1
DB21245,Ketipramine,CN(C)CCCN1c2ccccc2CC(=O)c2ccccc21
DB21246,Idaverine,CCN(CCCC(=O)N1CCC(C(=O)N(C)C)CC1)[C@@H](C)Cc1ccc(OC)cc1
DB21247,Hibenzate,O=C(O)c1ccccc1C(=O)c1ccc(O)cc1
DB21248,Tetroquinone,O=C1C(O)=C(O)C(=O)C(O)=C1O
DB21249,Hydroxindasate,COc1ccc(Cn2c(C)c(CCN)c3cc(OC(C)=O)ccc32)cc1
DB21250,Niceverine,COc1cc2ccnc(Cc3ccc(OC(=O)c4cccnc4)c(OC(=O)c4cccnc4)c3)c2cc1OC
DB21251,Brinazarone,CC(C)c1cc2ccccn2c1C(=O)c1ccc(OCCCNC(C)(C)C)cc1
DB21252,Setipafant,COc1ccc(NC(=O)N2CCc3c(sc4c3C(c3ccccc3Cl)=NCc3nnc(C)n3-4)C2)cc1
DB21253,Barmastine,Cc1nc2ccccn2c(=O)c1CCN1CCC(Nc2nc3cccnc3n2Cc2ccco2)CC1
DB21254,Ingliforib,O=C(N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N1C[C@@H](O)[C@@H](O)C1)c1cc2cc(Cl)ccc2[nH]1
DB21255,Peforelin,NCCCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O
DB21256,Glicaramide,CCn1nc(C)c2c(OCCC(C)C)c(C(=O)NCCc3ccc(S(=O)(=O)NC(=O)NC4CCCCC4)cc3)cnc21
DB21257,Cicortonide,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CC(C#N)=C4C=C(OCCCl)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
DB21258,Palosuran,Cc1cc(NC(=O)NCCN2CCC(O)(Cc3ccccc3)CC2)c2ccccc2n1
DB21259,Dietifen,CCN(CC)CCOc1ccc(C(=O)CCc2ccccc2)cc1
DB21260,Fudosteine,N[C@@H](CSCCCO)C(=O)O
DB21261,Iproxamine,Cc1cc(OCCN(C)C)c(C(C)C)cc1OC(=O)OC(C)C
DB21262,Conteltinib,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1nc2c(c(Nc3ccccc3S(=O)(=O)NC(C)C)n1)CCN2
DB21263,Eprobemide,O=C(NCCCN1CCOCC1)c1ccc(Cl)cc1
DB21264,Tipindole,CN(C)CCOC(=O)c1ccc2[nH]c3c(c2c1)CSCC3
DB21265,Gliflumide,COc1ccc(F)cc1[C@H](C)NC(=O)Cc1ccc(S(=O)(=O)Nc2ncc(CC(C)C)cn2)cc1
DB21266,Lagociclovir,Nc1nc2c(ncn2[C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]1
DB21267,Tiprinast,Cc1c(CC(C)C)sc2nc(C(=O)O)[nH]c(=O)c12
DB21268,Mipimazole,CC(C)N1CCNC1=S
DB21269,Symetine,CCCCCCN(C)Cc1ccc(OCCOc2ccc(CN(C)CCCCCC)cc2)cc1
DB21270,Oxagrelate,CCOC(=O)c1c(C)cc2c(CO)n[nH]c(=O)c2c1C
DB21271,Mezilamine,CNc1nc(Cl)c(SC)c(N2CCN(C)CC2)n1
DB21272,Lubeluzole,CN(c1nc2ccccc2s1)C1CCN(C[C@H](O)COc2ccc(F)c(F)c2)CC1
DB21273,Xantofyl palmitate,CCCCCCCCCCCCCCCC(=O)O[C@@H]1CC(C)=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@H]2C(C)=C[C@H](OC(=O)CCCCCCCCCCCCCCC)CC2(C)C)C(C)(C)C1
DB21274,Phenacaine,CCOc1ccc(/N=C(\C)Nc2ccc(OCC)cc2)cc1
DB21275,Panadiplon,CC(C)n1c(=O)c2c(-c3noc(C4CC4)n3)ncn2c2ccccc21
DB21276,Ioglunide,CC(=O)N(C)c1c(I)c(NC(=O)[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)c(I)c(C(=O)NCCO)c1I
DB21277,Denopamine,COc1ccc(CCNC[C@H](O)c2ccc(O)cc2)cc1OC
DB21278,Coluracetam,Cc1oc2nc3c(c(NC(=O)CN4CCCC4=O)c2c1C)CCCC3
DB21279,Triflumidate,CCOC(=O)N(c1cccc(C(=O)c2ccccc2)c1)S(=O)(=O)C(F)(F)F
DB21280,Garvagliptin,CS(=O)(=O)N1CC2=C(CN([C@H]3CO[C@H](c4cc(F)ccc4F)[C@@H](N)C3)C2)C1
DB21281,Fenaperone,O=C(CCCN1CCN(C(=O)OC2CCCCC2)CC1)c1ccc(F)cc1
DB21282,Pepstatin,CC(C)CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)O)C(C)C)C(C)C
DB21283,Sampatrilat,CS(=O)(=O)N[C@@H](CCCCN)C(=O)NC[C@H](CC1(C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O)CCCC1)C(=O)O
DB21284,Endixaprine,OC1CCN(c2ccc(-c3ccc(Cl)cc3Cl)nn2)CC1
DB21285,Rafigrelide,CC1(C)C(=O)N=C2Nc3ccc(Cl)c(Cl)c3CN21
DB21286,Emorfazone,CCOc1c(N2CCOCC2)cnn(C)c1=O
DB21287,Metacetamol,CC(=O)Nc1cccc(O)c1
DB21288,Aderbasib,COC(=O)N1CC2(CC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CCN(c2ccccc2)CC1
DB21289,Selprazine,CCOc1ccccc1N1CCN(CCCOc2ccc3c(c2)CCC(=O)N3)CC1
DB21290,Uldazepam,C=CCONC1=Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1
DB21291,Pentamustine,CC(C)(C)CNC(=O)N(CCCl)N=O
DB21292,Nitrefazole,Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1
DB21293,Tizoprolic acid,CCCc1ncc(C(=O)O)s1
DB21294,Miloxacin,COn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3
DB21295,Utatrectinib,CC(C)Oc1cc(-n2cnc3ccc(N[C@@H](C)c4ncc(F)cn4)nc32)n[nH]1
DB21296,Tizaterkib,COC[C@H]1Cn2cc(-c3nc(Nc4ccnn4C)ncc3C)nc2C(=O)N1Cc1ccc(F)c(F)c1
DB21297,Cromoglicate lisetil,CCOC(=O)c1cc(=O)c2c(OCC(COc3cccc4oc(C(=O)OCC)cc(=O)c34)OC(=O)[C@@H](N)CCCCN)cccc2o1
DB21298,Imocitrelvir,C#CC[C@@H](C(=O)N[C@H](/C=C/C(=O)OCC)C[C@@H]1CCNC1=O)n1cccc(NC(=O)c2cc(C)on2)c1=O
DB21299,Zindotrine,Cc1cc(N2CCCCC2)nn2cnnc12
DB21300,Mivebresib,CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)c3[nH]ccc23)c1
DB21301,Salmisteine,CC(=O)N[C@@H](CSC(=O)c1ccccc1OC(C)=O)C(=O)O
DB21302,Fibracillin,CC(C)(Oc1ccc(Cl)cc1)C(=O)N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O)c1ccccc1
DB21303,Efegatran,CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCNC(=N)N
DB21304,Foropafant,CC(C)c1cc(C(C)C)c(-c2csc(N(CCN(C)C)Cc3cccnc3)n2)c(C(C)C)c1
DB21305,Temurtide,CC(=O)N[C@@H](C=O)[C@@H](O[C@H](C)C(=O)N[C@H](C(=O)N[C@H](CCC(=O)O)C(N)=O)[C@@H](C)O)[C@H](O)[C@H](O)CO
DB21306,Piposulfan,CS(=O)(=O)OCCC(=O)N1CCN(C(=O)CCOS(C)(=O)=O)CC1
DB21307,Trengestone,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)C=C[C@@]4(C)[C@@H]3CC[C@]12C
DB21308,Pridefine,CCN1CCC(=C(c2ccccc2)c2ccccc2)C1
DB21309,Ivoqualine,C=C[C@@H]1CNCC[C@H]1CCCc1ccnc2ccc(OC)cc12
DB21310,Riodipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1OC(F)F
DB21311,Zoticasone,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)S[C@@H]1CCOC1=O
DB21312,Metrenperone,Cc1ccc2nc(C)c(CCN3CCC(C(=O)c4ccc(F)cc4)CC3)c(=O)n2c1
DB21313,Prednisolamate,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
DB21314,Binizolast,CCCn1c(=O)c2ccccc2n2c(CN3CCCCC3)nnc12
DB21315,Clobuzarit,CC(C)(OCc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)O
DB21316,Biclotymol,Cc1c(Cl)cc(C(C)C)c(O)c1Cc1c(C)c(Cl)cc(C(C)C)c1O
DB21317,Dexamethasone acefurate,CC(=O)OCC(=O)[C@@]1(OC(=O)c2ccco2)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
DB21318,Prinoxodan,CN1Cc2cc(C3=NNC(=O)CC3)ccc2NC1=O
DB21319,Nifurdazil,O=C1N(CCO)CCN1/N=C/c1ccc([N+](=O)[O-])o1
DB21320,Tiomesterone,CC(=O)S[C@H]1CC(=O)C=C2C[C@@H](SC(C)=O)[C@@H]3[C@H](CC[C@@]4(C)[C@H]3CC[C@]4(C)O)[C@]21C
DB21321,Tefenperate,CC(=O)OC(Cc1ccccc1Cl)(Cc1ccccc1Cl)C(=O)OCCN1C(C)(C)CCCC1(C)C
DB21322,Mivazerol,NC(=O)c1cccc(Cc2cnc[nH]2)c1O
DB21323,Denotivir,Cc1nsc(NC(=O)c2ccccc2)c1C(=O)Nc1ccc(Cl)cc1
DB21324,Sulfacarbamide,NC(=O)NS(=O)(=O)c1ccc(N)cc1
DB21325,Clanobutin,COc1ccc(N(CCCC(=O)O)C(=O)c2ccc(Cl)cc2)cc1
DB21326,Zocainone,CCN(CC)CCOc1ccccc1O/C(=C/c1ccccc1)C(C)=O
DB21327,Belfosdil,CCCCOP(=O)(CC(CCOc1ccccc1)CP(=O)(OCCCC)OCCCC)OCCCC
DB21328,Fiduxosin,COc1cccc2c1[C@@H]1CN(CCCCn3c(=O)[nH]c4c(sc5ncc(-c6ccccc6)nc54)c3=O)C[C@@H]1CO2
DB21329,Ralaniten,CC(C)(c1ccc(OC[C@H](O)CO)cc1)c1ccc(OC[C@H](O)CCl)cc1
DB21330,Ipazilide,CCN(CC)CCCNC(=O)Cn1ncc(-c2ccccc2)c1-c1ccccc1
DB21331,Thiazosulfone,Nc1ccc(S(=O)(=O)c2cnc(N)s2)cc1
DB21332,Todralazine,CCOC(=O)NNc1nncc2ccccc12
DB21333,Fluradoline,CNCCSC1=Cc2ccccc2Oc2ccc(F)cc21
DB21334,Lupitidine,Cc1ccc(Cc2cnc(NCCSCc3ccc(CN(C)C)o3)[nH]c2=O)cn1
DB21335,Dacisteine,CC(=O)N[C@@H](CSC(C)=O)C(=O)O
DB21336,Fluparoxan,Fc1cccc2c1O[C@H]1CNC[C@@H]1O2
DB21337,Imiclopazine,CN1CCN(CCN2CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)C1=O
DB21338,Tesimide,O=C1NC(=O)/C(=C\c2ccccc2)C2=C1CCCC2
DB21339,Lonapalene,COc1c(OC)c(OC(C)=O)c2cc(Cl)ccc2c1OC(C)=O
DB21340,Ofornine,O=C(c1ccccc1Nc1ccncc1)N1CCCCC1
DB21341,Bunaprolast,CCCCc1cc(OC)c2ccccc2c1OC(C)=O
DB21342,Sedecamycin,CC(=O)O[C@@H]1/C=C\C(C)=C/C[C@H](O)/C=C\C(C)=C/[C@@H](NC(=O)C(C)=O)[C@]2(C)C(=O)O[C@H](C1)[C@@H](C)C2=O
DB21343,Mecrylate,C=C(C#N)C(=O)OC
DB21344,Pendecamaine,CCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-]
DB21345,Oxiperomide,O=c1[nH]c2ccccc2n1C1CCN(CCOc2ccccc2)CC1
DB21346,Perafensine,c1ccc(-c2nc(N3CCNCC3)cc3ccccc23)cc1
DB21347,Terfluranol,C[C@@H](c1ccc(O)cc1)[C@H](CC(F)(F)F)c1ccc(O)cc1
DB21348,Ebalzotan,CCCN(C(C)C)[C@H]1COc2cccc(C(=O)NC(C)C)c2C1
DB21349,Dextrofemine,C[C@@H](COc1ccccc1)N[C@@H](C)Cc1ccccc1
DB21350,Glyhexamide,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc2c(c1)CCC2
DB21351,Gapicomine,c1cc(CNCc2ccncc2)ccn1
DB21352,Laurixamine,CCCCCCCCCCCCOCCCN
DB21353,Acefylline clofibrol,Cn1c(=O)c2c(ncn2CC(=O)OCC(C)(C)Oc2ccc(Cl)cc2)n(C)c1=O
DB21354,Tetrazolast,c1ccc2c(c1)cc(-c1nnn[nH]1)c1nnnn12
DB21355,Dimepregnen,CC(=O)[C@H]1[C@H](C)C[C@H]2[C@@H]3C[C@H](C)C4=C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
DB21356,Amoscanate,O=[N+]([O-])c1ccc(Nc2ccc(N=C=S)cc2)cc1
DB21357,Limiglidole,CCN(CC)CCN1C2=NCCN2c2ccccc21
DB21358,Amifloverine,CCOc1cc(OCC)cc(OCCN(CC)CC)c1
DB21359,Spiclamine,Clc1ccc([C@@H]2[C@H]3CC[C@H](C3)[C@]23CCC(N2CCOCC2)=N3)cc1
DB21360,Mitoflaxone,O=C(O)Cc1cccc2c(=O)cc(-c3ccccc3)oc12
DB21361,Tepirindole,CCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1
DB21362,Ampyrimine,Nc1nc(N)c2c(-c3ccccc3)nc(N)nc2n1
DB21363,Litomeglovir,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(NC(=O)C(C)(C)COC(=O)CN)cc3)cccc12
DB21364,Alacepril,CC(=O)SC[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O
DB21365,Becampanel,O=c1[nH]c2cc([N+](=O)[O-])cc(CNCP(=O)(O)O)c2[nH]c1=O
DB21366,Amanozine,Nc1ncnc(Nc2ccccc2)n1
DB21367,Tanogitran,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc([C@@](C)(NCC(=O)O)C(=O)N3CCCC3)ccc21
DB21368,Ambruticin,CC[C@H]1O[C@@H](/C(C)=C/[C@H](C)/C=C/[C@H]2[C@@H](C)[C@@H]2/C=C/[C@@H]2O[C@H](CC(=O)O)C[C@H](O)[C@H]2O)CC=C1C
DB21369,Pidobenzone,O=C1CC[C@@H](C(=O)Oc2ccc(O)cc2)N1
DB21370,Clodazon,CN(C)CCCn1c(=O)n(-c2ccccc2)c2cc(Cl)ccc21
DB21371,Talmetoprim,COc1cc(Cc2cnc(N3C(=O)c4ccccc4C3=O)nc2N)cc(OC)c1OC
DB21372,Thiambutosine,CCCCOc1ccc(NC(=S)Nc2ccc(N(C)C)cc2)cc1
DB21373,Galocitabine,COc1cc(C(=O)Nc2nc(=O)n([C@@H]3O[C@H](C)[C@@H](O)[C@H]3O)cc2F)cc(OC)c1OC
DB21374,Glenvastatin,CC(C)c1nc(-c2ccccc2)cc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1
DB21375,Paroxypropione,CCC(=O)c1ccc(O)cc1
DB21376,Atrimustine,C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)COC(=O)CCCc1ccc(N(CCCl)CCCl)cc1
DB21377,Fasiplon,CCc1c(OC)nc2nc(-c3noc(C)n3)cn2c1C
DB21378,Glucurolactone,O=C[C@H](O)[C@H]1OC(=O)[C@@H](O)[C@H]1O
DB21379,Maroxepin,CN1CCC2=C(CC1)c1ccccc1Oc1ccccc12
DB21380,Trifezolac,O=C(O)Cc1c(-c2ccccc2)nn(-c2ccccc2)c1-c1ccccc1
DB21381,Verazide,COc1ccc(/C=N/NC(=O)c2ccncc2)cc1OC
DB21382,Osaterone,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)OC[C@]4(C)[C@H]3CC[C@@]21C
DB21383,Satigrel,COc1ccc(C(=C(C#N)CCC(=O)O)c2ccc(OC)cc2)cc1
DB21384,Zanoterone,C#C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4Cc5nn(S(C)(=O)=O)cc5C[C@]4(C)[C@H]3CC[C@@]21C
DB21385,Afacifenacin,O=C1Nc2ccccc2[C@H](c2ccccc2)N1C1CCN(Cc2cccc(OC(F)(F)F)c2)CC1
DB21386,Lotilibcin,CC(C)CCC[C@@H]1CC(=O)N[C@@H](CO)C(=O)N[C@H]([C@@H](O)C(N)=O)C(=O)N[C@@H](CO)C(=O)NCC(=O)N(C)[C@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H](CCCN)C(=O)N(C)[C@@H](C(C)C)C(=O)O1
DB21387,Bromofenofos,O=P(O)(O)Oc1c(Br)cc(Br)cc1-c1cc(Br)cc(Br)c1O
DB21388,Sopromidine,Cc1[nH]cnc1CSCCNC(=N)N[C@H](C)Cc1c[nH]cn1
DB21389,Piperylone,CCc1c(-c2ccccc2)[nH]n(C2CCN(C)CC2)c1=O
DB21390,Galtifenin,CCc1ccc(I)c(CC)c1NC(=O)CN(CC(=O)O)CC(=O)O
DB21391,Fenclofenac,O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl
DB21392,Detanosal,CCN(CC)CCOC(=O)c1ccccc1O
DB21393,Nifurvidine,Cc1nc(=O)cc(/C=C/c2ccc([N+](=O)[O-])o2)[nH]1
DB21394,Atigliflozin,COc1ccc(Cc2sccc2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1
DB21395,Mesulfamide,NS(=O)(=O)c1ccc(NCS(=O)(=O)O)cc1
DB21396,Sinitrodil,O=C1c2ccccc2OCN1CCO[N+](=O)[O-]
DB21397,Pinoxepin,OCCN1CCN(CC/C=C2/c3ccccc3COc3ccc(Cl)cc32)CC1
DB21398,Methyldesorphine,CC1=CC[C@H]2[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5
DB21399,Lifibrate,CN1CCC(OC(=O)C(Oc2ccc(Cl)cc2)Oc2ccc(Cl)cc2)CC1
DB21400,Flumizole,COc1ccc(-c2nc(C(F)(F)F)[nH]c2-c2ccc(OC)cc2)cc1
DB21401,Chlorothen,CN(C)CCN(Cc1ccc(Cl)s1)c1ccccn1
DB21402,Tifenazoxide,CC1(NC2=NS(=O)(=O)c3sc(Cl)cc3N2)CC1
DB21403,Remeglurant,C[C@@H]1c2ccccc2CCN1C(=O)c1cc2ncc(Br)cn2n1
DB21404,Zamifenacin,c1ccc(C(O[C@@H]2CCCN(CCc3ccc4c(c3)OCO4)C2)c2ccccc2)cc1
DB21405,Pirenperone,Cc1nc2ccccn2c(=O)c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1
DB21406,Adrogolide,CCCc1cc2c(s1)CN[C@@H]1CCc3cc(OC(C)=O)c(OC(C)=O)cc3[C@@H]21
DB21407,Epitiostanol,C[C@]12C[C@H]3S[C@H]3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
DB21408,Tiazotic acid,Cc1nnc(SCC(=O)O)[nH]1
DB21409,Norgesterone,C=C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C
DB21410,Pentigetide,N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CC(=O)O)C(=O)O
DB21411,Reclazepam,O=C1COC(N2CCN=C(c3ccccc3Cl)c3cc(Cl)ccc32)=N1
DB21412,Picoperine,c1ccc(N(CCN2CCCCC2)Cc2ccccn2)cc1
DB21413,Pirinidazole,Cn1c([N+](=O)[O-])cnc1CSc1ccccn1
DB21414,Nidroxyzone,NC(=O)N(CCO)/N=C/c1ccc([N+](=O)[O-])o1
DB21415,Tifurac,CSc1ccc(C(=O)c2cc(CC(=O)O)cc3ccoc23)cc1
DB21416,Parsalmide,C#CCOc1ccc(N)cc1C(=O)NCCCC
DB21417,Sulfaproxyline,CC(C)Oc1ccc(C(=O)NS(=O)(=O)c2ccc(N)cc2)cc1
DB21418,Adarigiline,Cc1c(-c2ccc(C(=O)N3CCC(O)CC3)s2)noc1C(F)(F)F
DB21419,Subendazole,CSc1nsc(Sc2nc3c(Cl)c(Cl)cc(Cl)c3[nH]2)n1
DB21420,Sibrafiban,CCOC(=O)COC1CCN(C(=O)[C@H](C)NC(=O)c2ccc(/C(N)=N/O)cc2)CC1
DB21421,Palupiprant,C[C@H](NC(=O)c1c(C(F)F)nn(C)c1Oc1cccc(C(F)(F)F)c1)c1ccc(C(=O)O)cc1
DB21422,Oxiniacic acid,O=C(O)c1ccc[n+]([O-])c1
DB21423,Silandrone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O[Si](C)(C)C
DB21424,Diethadione,CCC1(CC)COC(=O)NC1=O
DB21425,Quinelorane,CCCN1CCC[C@@H]2Cc3nc(N)ncc3C[C@H]21
DB21426,Nicoxamat,O=C(NO)c1cccnc1
DB21427,Sulofenur,O=C(Nc1ccc(Cl)cc1)NS(=O)(=O)c1ccc2c(c1)CCC2
DB21428,Cloxacepride,CCN(CC)CCNC(=O)c1cc(Cl)c(NC(=O)COc2ccc(Cl)cc2)cc1OC
DB21429,Thiphencillin,CC1(C)S[C@@H]2[C@H](NC(=O)CSc3ccccc3)C(=O)N2[C@H]1C(=O)O
DB21430,Oxmetidine,Cc1[nH]cnc1CSCCNc1ncc(Cc2ccc3c(c2)OCO3)c(=O)[nH]1
DB21431,Pimetacin,COc1ccc2c(c1)c(CC(=O)SCc1cccnc1)c(C)n2C(=O)c1ccc(Cl)cc1
DB21432,Sornidipine,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3O)[C@H]1c1ccccc1[N+](=O)[O-]
DB21433,Metoxepin,COc1ccc2c(c1)C(N1CCN(C)CC1)=Cc1ccccc1O2
DB21434,Flordipine,CCOC(=O)C1=C(C)N(CCN2CCOCC2)C(C)=C(C(=O)OCC)C1c1ccccc1C(F)(F)F
DB21435,Mecarbinate,CCOC(=O)c1c(C)n(C)c2ccc(O)cc12
DB21436,Pentopril,CCOC(=O)[C@H](C)C[C@@H](C)C(=O)N1c2ccccc2C[C@H]1C(=O)O
DB21437,Halocortolone,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](F)C[C@]2(C)[C@H]1C(=O)CO
DB21438,Flutonidine,Cc1ccc(F)cc1NC1=NCCN1
DB21439,Afizagabar,CC1=NN=C(c2cc3c(F)cccc3s2)c2cc3oc(=O)[nH]c3cc2C1
DB21440,Trovirdine,S=C(NCCc1ccccn1)Nc1ccc(Br)cn1
DB21441,Hydroxytoluic acid,Cc1cccc(C(=O)O)c1O
DB21442,Pitenodil,CN(C)C(=O)OCCN1CCN(CCCC(=O)c2cccs2)CC1
DB21443,Iobutoic acid,O=C(O)CCCOc1c(I)cc(I)c(C(=O)N2CCOCC2)c1I
DB21444,Ruzadolane,Fc1ccc(N2CCN(CCSc3nnc4ccccn34)CC2)c(F)c1
DB21445,Neluxicapone,Cc1ccc(Cc2c(C#N)cc(O)c(O)c2C#N)cc1
DB21446,Fostriecin,C[C@@](O)(/C=C/[C@H]1CC=CC(=O)O1)[C@@H](C[C@@H](O)/C=C\C=C/C=C/CO)OP(=O)(O)O
DB21447,Khelloside,COc1c2ccoc2cc2oc(CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(=O)c12
DB21448,Sulfatroxazole,Cc1onc(NS(=O)(=O)c2ccc(N)cc2)c1C
DB21449,Octaverine,CCOc1cc(-c2nccc3cc(OC)c(OC)cc23)cc(OCC)c1OCC
DB21450,Ioglucol,CNC(=O)c1c(I)c(NC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)c(I)c(N(CCO)C(C)=O)c1I
